pl_name,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim
WASP-25 b,Published Confirmed,0,3.764825,0.000005,-0.000005,0,184.334,12.713,-12.713,0,0.92,0.04,,0,1,0.03,,0,,,,
WASP-49 b,Published Confirmed,0,2.7817362,0.0000014,-0.0000014,0,126.81417,9.5349,-9.5349,0,1.04,0.04,-0.04,0,1,0.1,-0.1,0,,,,
WASP-5 b,Published Confirmed,0,1.6284246,0.0000013,-0.0000013,0,497.40395,20.34112,-20.34112,0,1.08,0.04,-0.04,0,1,0.06,-0.06,0,7,3.5,-3.4,0
WASP-5 b,Published Confirmed,0,1.62843142,0.00000064,-0.00000064,0,498.336,22.565,-22.565,0,1.08,0.04,-0.04,0,1,0.07,-0.07,0,,,,
WASP-5 b,Published Confirmed,0,1.6284229,0.0000043,-0.0000039,0,494.22565,20.97678,-22.88376,0,1.06,0.08,-0.03,0,1,0.06,-0.06,0,,,,
WASP-64 b,Published Confirmed,0,1.5732918,0.0000015,-0.0000015,0,403.945,21.612,-21.612,0,1.06,0.03,-0.03,0,1,0.03,-0.03,0,1.2,1.2,-0.7,0
WASP-64 b,Published Confirmed,0,1.5732918,0.0000015,-0.0000015,0,388.07043,23.20159,-22.56593,0,1.06,0.03,-0.03,0,1,0.03,-0.03,0,7,3.5,-3.5,0
WASP-77 A b,Published Confirmed,0,1.3600309,0.000002,-0.000002,0,560.33429,17.48065,-17.16282,0,0.95,0.01,-0.01,0,1,0.04,-0.04,0,5.8,2.9,-1.8,0
WASP-77 A b,Published Confirmed,0,1.3600309,0.000002,-0.000002,0,559.36,19.07,-19.07,0,0.95,0.01,-0.01,0,1,0.04,-0.04,0,1,0.5,-0.3,0
XO-1 b,Published Confirmed,0,3.941534,0.000027,-0.000027,0,286.047,22.2481,-22.2481,0,1,0.06,-0.04,0,1,0.02,-0.03,0,4.74,1.89,-2.26,0
XO-5 b,Published Confirmed,0,4.187732,0.00002,-0.00002,0,365.5045,25.4264,-25.4264,0,1.11,0.09,-0.09,0,1,0.03,-0.03,0,8.5,0.8,-0.8,0
HAT-P-15 b,Published Confirmed,0,10.863502,0.000027,-0.000027,0,618.471,20.976,-20.976,0,1.08,0.04,-0.04,0,1.01,0.04,-0.04,0,6.8,2.5,-1.6,0
HAT-P-15 b,Published Confirmed,0,10.863502,0.000037,-0.000037,0,619.45067,25.4264,-24.79074,0,1.08,0.04,-0.04,0,1.01,0.04,-0.04,0,6.5,2.8,-1.6,0
HAT-P-25 b,Published Confirmed,0,3.652836,0.000019,-0.000019,0,180.20961,6.99226,-6.99226,0,0.96,0.05,-0.04,0,1.01,0.03,-0.03,0,3.2,2.3,-2.3,0
HAT-P-25 b,Published Confirmed,0,3.652836,0.000019,-0.000019,0,180.202,6.992,-6.992,0,0.96,0.05,-0.04,0,1.01,0.03,-0.03,0,3.2,2.3,-2.3,0
HAT-P-25 b,Published Confirmed,0,3.65281514,0.00000076,-0.00000075,0,180.84527,7.31009,-6.99226,0,0.92,0.03,-0.03,0,1.01,0.05,-0.05,0,,,,
HAT-P-55 b,Published Confirmed,0,3.5852467,0.0000064,-0.0000064,0,184.3414,16.84499,-17.16282,0,1.01,0.04,-0.04,0,1.01,0.04,-0.04,0,4.2,1.7,-1.7,0
HAT-P-55 b,Published Confirmed,0,3.5852467,0.0000064,-0.0000064,0,184.97706,17.79848,-17.79848,0,1.01,0.04,-0.04,0,1.01,0.04,-0.04,0,4.2,1.7,-1.7,0
HAT-P-59 b,Published Confirmed,0,4.1419771,0.0000012,-0.0000012,0,489.45575,21.2945,-21.2945,0,1.1,0.01,-0.01,0,1.01,0.02,-0.02,0,7.3,1,-1,0
K2-105 b,Published Confirmed,0,8.266902,0.00007,-0.00007,0,30,19,-19,0,0.95,0.11,-0.1,0,1.01,0.07,-0.07,0,0.6,,,-1
K2-113 b,Published Confirmed,0,5.817608,0.000031,-0.000029,0,410.0007,41.3179,-44.4962,0,1.05,0.11,-0.08,0,1.01,0.04,-0.04,0,5.9,2.7,-3.4,0
KOI-3680 b,Published Confirmed,0,141.241671,0.000086,-0.000086,0,613.4119,60.3877,-66.7443,0,0.96,0.05,-0.06,0,1.01,0.07,-0.16,0,3.2,9.6,-2.3,0
Kepler-123 b,Published Confirmed,0,17.232,,,0,55.3,31.2,-27.8,0,1.09,,,0,1.01,,,0,,,,
Kepler-1654 b,Published Confirmed,0,1047.8356,0.0018,-0.0019,0,158.915,,,1,1.18,0.03,-0.02,0,1.01,0.06,-0.05,0,5,,,-1
Kepler-203 c,Published Confirmed,0,5.371,,,0,749.9,419.1,-344.7,0,0.94,,,0,1.01,,,0,,,,
Kepler-203 d,Published Confirmed,0,11.33,,,0,33.9,183.4,-33.2,0,0.94,,,0,1.01,,,0,,,,
Kepler-424 b,Published Confirmed,0,3.3118644,0.00000039,-0.00000039,0,327.35,41.32,-41.32,0,0.94,0.06,-0.06,0,1.01,0.05,-0.05,0,,,,
Kepler-424 b,Published Confirmed,0,3.3118644,0.0000039,-0.0000039,0,341.98508,30.51168,-29.24036,0,0.94,0.06,-0.06,0,1.01,0.05,-0.05,0,4.9,3.3,-2.4,0
WASP-21 b,Published Confirmed,0,4.3225126,0.0000022,-0.0000022,0,94.39551,4.13179,-4.13179,0,1.06,0.04,-0.04,0,1.01,0.03,-0.03,0,12,2,-5,0
WASP-28 b,Published Confirmed,0,3.40884,0.000003,-0.000003,0,285.717,11.124,-11.124,0,1.12,0.05,-0.05,0,1.01,0.03,-0.03,0,4.2,1,-1,0
WASP-34 b,Published Confirmed,0,4.3176782,0.0000045,-0.0000045,0,185.29489,9.5349,-9.85273,0,0.93,0.12,-0.12,0,1.01,0.07,-0.07,0,7.8,2.7,-3.6,0
WASP-34 b,Published Confirmed,0,4.3176782,0.0000045,-0.0000045,0,187.51,3.18,-3.18,0,0.93,0.12,,0,1.01,0.07,,0,,,,
WASP-47 e,Published Confirmed,0,0.79,,,0,6.91,0.81,-0.83,0,1.12,0.03,-0.03,0,1.01,0.05,-0.05,0,,,,
WASP-55 b,Published Confirmed,0,4.465633,0.000004,-0.000004,0,181.48093,14.30235,-13.34886,0,1.06,0.03,-0.02,0,1.01,0.04,-0.04,0,7,2,-1.9,0
WASP-55 b,Published Confirmed,0,4.465633,0.000004,-0.000004,0,181.155,12.713,-12.713,0,1.06,0.03,,0,1.01,0.04,,0,,,,
CoRoT-12 b,Published Confirmed,0,2.828042,0.000013,-0.000013,0,281.91521,25.10857,-25.10857,0,1.05,0.04,-0.04,0,1.02,0.09,-0.09,0,5.8,3.8,-6.9,0
CoRoT-2 b,Published Confirmed,0,1.7429935,0.000001,-0.000001,0,1150.5446,50.8528,-50.8528,0,0.91,0.02,-0.02,0,1.02,0.05,-0.05,0,0.6,2.4,-2.2,0
CoRoT-5 b,Published Confirmed,0,4.0378962,0.0000019,-0.0000019,0,149.3801,18.43414,-10.17056,0,1.05,0.08,-0.07,0,1.02,0.1,-0.06,0,3.9,2.7,-5.4,0
HAT-P-28 b,Published Confirmed,0,3.257215,0.000007,-0.000007,0,198.953,11.759,-11.759,0,1.1,0.09,-0.07,0,1.02,0.05,-0.05,0,6.1,2.6,-1.9,0
HAT-P-28 b,Published Confirmed,0,3.257215,0.000007,-0.000007,0,202.45771,11.75971,-11.75971,0,1.1,0.09,-0.07,0,1.02,0.05,-0.05,0,6.1,2.6,-1.9,0
HAT-P-36 b,Published Confirmed,0,1.327347,0.000003,-0.000003,0,582.24,31.464,-31.464,0,1.1,0.06,,0,1.02,0.05,,0,,,,
HAT-P-36 b,Published Confirmed,0,1.327347,0.000003,-0.000003,0,587.9855,31.783,-31.783,0,1.1,0.06,-0.06,0,1.02,0.05,-0.05,0,6.6,2.9,-1.8,0
HAT-P-62 b,Published Confirmed,0,2.6453235,0.0000039,-0.0000039,0,241.86742,27.9689,-27.9689,0,1.17,0.02,-0.02,0,1.02,0.02,-0.02,0,8.1,1.1,-1.1,0
HD 80606 b,Published Confirmed,0,111.4367,0.0004,-0.0004,0,1308.18828,30.82951,-31.783,0,1.04,0.03,-0.03,0,1.02,0.04,-0.04,0,5.9,1.6,-2,0
HD 80606 b,Published Confirmed,0,111.4367,0.0004,-0.0004,0,1307.55262,49.26365,-49.26365,0,1.04,0.04,-0.04,0,1.02,0.06,-0.06,0,5.9,4.4,-3,0
HD 86226 b,Published Confirmed,0,1628,22,-21,0,143.0235,12.7132,-15.8915,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,4.6,3.7,-2.7,0
HD 86226 c,Published Confirmed,0,3.98442,0.00018,-0.00018,0,7.25,1.19,-1.12,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,4.6,3.7,-2.7,0
KOI-1599.01,Published Confirmed,0,20.4415,0.0013,-0.0013,0,4.6,0.3,-0.3,0,0.97,,,0,1.02,,,0,,,,
KOI-1599.02,Published Confirmed,0,13.6088,0.0006,-0.0006,0,9,0.3,-0.3,0,0.97,,,0,1.02,,,0,,,,
Kepler-10 b,Published Confirmed,0,0.837501,0.000005,-0.000004,0,3.24,0.28,-0.28,0,1.09,0.06,-0.06,0,1.02,0.14,-0.12,0,,,,
Kepler-10 c,Published Confirmed,0,45.2946,0.0008,-0.0008,0,7.37,1.32,-1.19,0,1.09,0.06,-0.06,0,1.02,0.14,-0.12,0,,,,
Kepler-131 b,Published Confirmed,0,16.092,,,0,16.13,3.5,-3.5,0,1.03,0.1,-0.1,0,1.02,0.06,-0.06,0,3.66,,,0
Kepler-131 c,Published Confirmed,0,25.5169,,,0,8.25,5.9,-5.9,0,1.03,0.1,-0.1,0,1.02,0.06,-0.06,0,3.66,,,0
Kepler-15 b,Published Confirmed,0,4.942782,0.0000013,-0.0000013,0,209.76,25.43,-28.6,0,0.99,0.06,-0.07,0,1.02,0.04,-0.05,0,3.7,1.5,-3.6,0
Kepler-15 b,Published Confirmed,0,4.9427809,0.0000014,-0.0000014,0,201.18639,14.62018,-14.30235,0,0.99,0.06,-0.07,0,1.02,0.04,-0.03,0,3.7,1.5,-3.6,0
Kepler-53 b,Published Confirmed,0,18.649,,,0,103.1,36.2,-31,0,0.94,,,0,1.02,,,0,,,,
Kepler-53 c,Published Confirmed,0,38.558,,,0,35.5,19,-14.8,0,0.94,,,0,1.02,,,0,,,,
Kepler-58 b,Published Confirmed,0,10.219,,,0,34.9,20.9,-14.5,0,1.08,,,0,1.02,,,0,,,,
Kepler-9 b,Published Confirmed,0,19.23891,0.00006,-0.00006,0,43.4,1.6,-2,0,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0,2,2,-1.3,0
Kepler-9 c,Published Confirmed,0,38.9853,0.0003,-0.0003,0,29.9,1.1,-1.3,0,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0,2,2,-1.3,0
NGTS-3 A b,Published Confirmed,0,1.6753728,0.000003,-0.000003,0,756.4354,82.6358,-82.6358,0,0.93,0.23,-0.23,0,1.02,0.09,-0.09,0,,,,
WASP-119 b,Published Confirmed,0,2.49979,0.00001,-0.00001,0,390.9309,25.4264,-25.4264,0,1.2,0.1,-0.1,0,1.02,0.06,-0.06,0,8,2.5,-2.5,0
WASP-16 b,Published Confirmed,0,3.1186068,0.0000012,-0.0000012,0,288.58964,14.30235,-22.56593,0,0.95,0.06,-0.05,0,1.02,0.07,-0.13,0,2.3,5.8,-2.2,0
WASP-16 b,Published Confirmed,0,3.1186009,0.0000146,-0.0000131,0,272,14,-24,0,0.95,0.06,,0,1.02,0.13,,0,,,,
WASP-28 b,Published Confirmed,0,3.40883,0.000006,-0.000006,0,287.95398,14.62018,-13.98452,0,1.09,0.03,-0.03,0,1.02,0.05,-0.05,0,5,3,-2,0
WASP-28 b,Published Confirmed,0,3.40883,0.000006,-0.000006,0,288.26,13.666,-13.666,0,1.09,0.03,-0.03,0,1.02,0.05,-0.05,0,5,3,-2,0
WASP-5 b,Published Confirmed,0,1.6284246,0.0000013,-0.0000013,0,520.28771,26.06206,-26.06206,0,1.08,0.04,-0.04,0,1.02,0.06,-0.06,0,,,,
WASP-56 b,Published Confirmed,0,4.617101,0.000004,-0.000002,0,181.473,10.806,-11.124,0,1.11,0.03,-0.02,0,1.02,0.02,-0.02,0,6.2,3,-2.1,0
pi Men c,Published Confirmed,0,6.26834,0.00024,-0.00024,0,4.52,0.81,-0.81,0,1.1,0.01,-0.01,0,1.02,0.03,-0.03,0,5.2,1.1,-1.1,0
CoRoT-1 b,Published Confirmed,0,1.5089557,,,0,359.1479,22.2481,-22.2481,0,1.14,0.03,-0.03,0,1.03,0.06,-0.06,0,,,,
HAT-P-36 b,Published Confirmed,0,1.32734683,0.00000048,-0.00000048,0,588.62116,30.19385,-30.19385,0,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,4.5,3.9,-3.1,0
HAT-P-36 b,Published Confirmed,0,1.32734683,0.00000048,-0.00000048,0,587.41341,27.65121,-27.65121,0,1.04,0.01,-0.01,0,1.03,0.03,-0.03,0,,,,
HATS-29 b,Published Confirmed,0,4.6058749,0.0000063,-0.0000063,0,207.54299,20.02329,-20.02329,0,1.07,0.04,-0.04,0,1.03,0.05,-0.05,0,5.5,2.6,-1.7,0
HATS-57 b,Published Confirmed,0,2.350621,0.0000013,-0.0000013,0,1000.21101,23.20159,-23.20159,0,0.96,0.01,-0.01,0,1.03,0.02,-0.03,0,2.5,1.5,-1.1,0
HD 183579 b,Published Confirmed,0,17.471275,0.0000097,-0.0000153,0,11.2,5.4,-5.4,0,0.97,0.01,-0.01,0,1.03,0.05,-0.05,0,2.6,0.5,-0.5,0
HD 183579 b,Published Confirmed,0,17.471278,0.000058,-0.00006,0,19.7,4,-3.9,0,0.98,0.04,-0.03,0,1.03,0.03,-0.03,0,2.6,1.4,-1.2,0
HD 209458 b,Published Confirmed,0,3.5239,0.0046,-0.0046,0,197.05,15.89,-15.89,0,1.15,,,0,1.03,,,0,,,,
Kepler-122 e,Published Confirmed,0,38,,,0,27.7,11.4,-9.8,0,0.95,,,0,1.03,,,0,,,,
Kepler-122 f,Published Confirmed,0,56.268,,,0,36,19.4,-16.2,0,0.95,,,0,1.03,,,0,,,,
Kepler-1655 b,Published Confirmed,0,11.8728787,0.0000085,-0.0000085,0,5,3.1,-2.8,0,1.03,0.02,-0.02,0,1.03,0.04,-0.04,0,2.56,1.06,-1.06,0
Kepler-1656 b,Published Confirmed,0,31.578659,,,0,48.6,4.2,-3.8,0,1.1,0.13,-0.13,0,1.03,0.04,-0.04,0,6.31,2.1,-2.9,0
Kepler-24 b,Published Confirmed,0,8.1453,,,0,508.5,,,1,1.07,0.16,-0.23,0,1.03,0.11,-0.14,0,7.7,,,0
Kepler-24 c,Published Confirmed,0,12.3335,,,0,508.5,,,1,1.07,0.16,-0.23,0,1.03,0.11,-0.14,0,7.7,,,0
Kepler-454 b,Published Confirmed,0,10.57375339,0.00000777,-0.00000777,0,6.84,1.4,-1.4,0,1.07,0.01,-0.01,0,1.03,0.04,-0.03,0,5.25,1.41,-1.39,0
Kepler-9 b,Published Confirmed,0,19.24,,,0,80.09,4.132,-4.132,0,1.05,,,0,1.03,,,0,,,,
Kepler-9 b,Published Confirmed,0,19.2259,0.000046,-0.000046,0,43.98767,0.47674,-0.47674,0,0.98,0.07,-0.07,0,1.03,0.06,-0.08,0,,,,
Kepler-9 b,Published Confirmed,0,19.23876,0.00007,-0.00007,0,43.541,0.636,-0.636,0,1.05,,,0,1.03,,,0,,,,
Kepler-9 b,Published Confirmed,0,19.238,,,0,2175,128.1,-170.1,0,0.96,,,0,1.03,,,0,,,,
Kepler-9 c,Published Confirmed,0,38.91,,,0,54.347,4.132,-4.132,0,1.05,,,0,1.03,,,0,,,,
Kepler-9 c,Published Confirmed,0,38.988,,,0,509.7,30.6,-40.4,0,0.96,,,0,1.03,,,0,,,,
Kepler-9 c,Published Confirmed,0,38.9861,0.00047,-0.00048,0,29.875,0.636,-0.636,0,1.05,,,0,1.03,,,0,,,,
TIC 237913194 b,Published Confirmed,0,15.168865,0.000018,-0.000018,0,617.22586,29.24036,-28.92253,0,1.09,0.01,-0.01,0,1.03,0.06,-0.06,0,5.7,1.7,-1.7,0
WASP-47 b,Published Confirmed,0,4.1591409,0.0000072,-0.0000072,0,359.1479,19.0698,-19.0698,0,1.15,0.04,-0.04,0,1.03,0.08,-0.08,0,,,,
WASP-5 b,Published Confirmed,0,1.62842953,0.00000052,-0.00000052,0,505.3497,16.84499,-16.52716,0,1.09,0.04,-0.04,0,1.03,0.04,-0.04,0,5.6,2.2,-2.2,0
WASP-5 b,Published Confirmed,0,1.6284246,0.0000013,-0.0000013,0,506.93885,16.84499,-16.84499,0,1.09,0.04,-0.04,0,1.03,0.05,-0.05,0,5.6,2.5,-2.4,0
WASP-8 b,Published Confirmed,0,8.158715,0.000016,-0.000016,0,677.61356,25.4264,-25.74423,0,0.94,0.05,-0.04,0,1.03,0.05,-0.06,0,4,1,-1,0
WASP-8 b,Published Confirmed,0,8.158715,0.000016,-0.000015,0,713.18,25.108,-29.557,0,0.94,0.05,,0,1.03,0.06,,0,,,,
XO-1 b,Published Confirmed,0,3.94150685,0.00000018,-0.00000018,0,290.17879,12.07754,-12.07754,0,0.93,0.04,-0.03,0,1.03,0.06,-0.06,0,1,3.1,-0.9,0
XO-1 b,Published Confirmed,0,3.94150685,0.00000202,-0.00000202,0,292.391,25.425,-25.425,0,0.94,0.02,,0,1.03,0.06,,0,,,,
HAT-P-5 b,Published Confirmed,0,2.78849,0.000025,-0.000025,0,311.4734,63.566,-63.566,0,1.12,0.09,-0.09,0,1.04,0.29,-0.29,0,,,,
HATS-18 b,Published Confirmed,0,0.83784,0.00000047,-0.00000047,0,629.14449,24.15508,-24.15508,0,1.02,0.06,-0.03,0,1.04,0.05,-0.05,0,,,,
HATS-18 b,Published Confirmed,0,0.8378434,0.00000047,-0.00000047,0,629.3034,24.47291,-24.47291,0,1.02,0.06,-0.03,0,1.04,0.05,-0.05,0,4.2,2.2,-2.2,0
HATS-59 b,Published Confirmed,0,5.416081,0.000016,-0.000016,0,256.17098,21.93027,-21.93027,0,1.04,0.07,-0.07,0,1.04,0.04,-0.04,0,4.3,2.3,-2.3,0
K2-232 b,Published Confirmed,0,11.168459,0.000017,-0.000017,0,123.00021,13.98452,-13.34886,0,1.23,0.03,-0.03,0,1.04,0.07,-0.07,0,7.1,3.1,-2.7,0
Kepler-17 b,Published Confirmed,0,1.4857108,0.0000002,-0.0000002,0,778.65,34.96,-34.96,0,1.01,,,0,1.04,,,0,,,,
Kepler-183 c,Published Confirmed,0,11.637,,,0,35.7,30.9,-24.2,0,0.94,,,0,1.04,,,0,,,,
Kepler-297 b,Published Confirmed,0,38.868,,,0,48.5,11.2,-7,0,1.04,,,0,1.04,,,0,,,,
Kepler-297 c,Published Confirmed,0,74.924,,,0,42.1,14.1,-9.3,0,1.04,,,0,1.04,,,0,,,,
Kepler-51 b,Published Confirmed,0,45.154,0.0002,-0.0002,0,2.1,1.5,-0.8,0,0.94,0.5,-0.5,0,1.04,0.12,-0.12,0,0.3,2.3,-2.3,0
Kepler-51 c,Published Confirmed,0,85.312,0.003,-0.002,0,4,0.4,-0.4,0,0.94,0.5,-0.5,0,1.04,0.12,-0.12,0,0.3,2.3,-2.3,0
Kepler-51 d,Published Confirmed,0,130.194,0.005,-0.002,0,7.6,1.1,-1.1,0,0.94,0.5,-0.5,0,1.04,0.12,-0.12,0,0.3,2.3,-2.3,0
Kepler-59 b,Published Confirmed,0,11.8681707,0.00036,-0.00036,0,651.52,,,1,0.94,,,0,1.04,,,0,,,,
Kepler-59 c,Published Confirmed,0,17.9801235,0.0003,-0.0003,0,435.41,,,1,0.94,,,0,1.04,,,0,,,,
OGLE-TR-56 b,Published Confirmed,0,1.2119,0.00001,-0.00001,0,286.047,95.349,-95.349,0,1.1,0.1,-0.1,0,1.04,0.05,-0.05,0,,,,
TOI-251 b,Published Confirmed,0,4.93777,0.000028,-0.000029,0,317.83,,,1,0.88,0.04,-0.05,0,1.04,0.01,-0.01,0,0.18,0.14,-0.14,0
TrES-1 b,Published Confirmed,0,3.03007,0.000008,-0.000008,0,266.9772,34.9613,-34.9613,0,0.85,0.05,-0.05,0,1.04,0.19,-0.19,0,,,,
WASP-130 b,Published Confirmed,0,11.55098,0.00001,-0.00001,0,390.9309,12.7132,-12.7132,0,0.96,0.03,-0.03,0,1.04,0.04,-0.04,0,2,,,-1
WASP-181 b,Published Confirmed,0,4.5195064,0.0000034,-0.0000034,0,95.03117,10.80622,-10.80622,0,0.96,0.04,-0.04,0,1.04,0.04,-0.04,0,2.5,1.7,-1.7,0
WASP-36 b,Published Confirmed,0,1.5373653,0.0000026,-0.0000026,0,731.932,21.612,-21.612,0,0.95,0.02,,0,1.04,0.03,,0,,,,
WASP-36 b,Published Confirmed,0,1.5373653,0.0000026,-0.0000026,0,729.73768,21.61244,-21.29461,0,0.95,0.02,-0.02,0,1.04,0.03,-0.03,0,2.5,3.5,-2.2,0
WASP-47 b,Published Confirmed,0,4.1591289,0.0000042,-0.0000042,0,363.1,7.3,-7.3,0,1.14,0.01,-0.01,0,1.04,0.03,-0.03,0,,,,
WASP-47 b,Published Confirmed,0,4.1591287,0.0000049,-0.0000049,0,341,73,-55,0,1.15,0.04,-0.04,0,1.04,0.08,-0.08,0,,,,
WASP-47 d,Published Confirmed,0,9.03081,0.00019,-0.00019,0,15.2,7,-7,0,1.15,0.04,-0.04,0,1.04,0.08,-0.08,0,,,,
WASP-47 d,Published Confirmed,0,9.03077,0.00017,-0.00017,0,13.1,1.5,-1.5,0,1.14,0.01,-0.01,0,1.04,0.03,-0.03,0,,,,
WASP-47 e,Published Confirmed,0,0.789597,0.000013,-0.000013,0,22,,,1,1.15,0.04,-0.04,0,1.04,0.08,-0.08,0,,,,
WASP-47 e,Published Confirmed,0,0.789592,0.000012,-0.000012,0,6.83,0.66,-0.66,0,1.14,0.01,-0.01,0,1.04,0.03,-0.03,0,,,,
XO-1 b,Published Confirmed,0,3.9415128,0.0000028,-0.0000028,0,293.67492,24.47291,-24.47291,0,0.94,0.02,-0.02,0,1.04,0.05,-0.05,0,0.9,2.5,-1.2,0
XO-5 b,Published Confirmed,0,4.1877558,0.0000006,-0.0000006,0,378.2,9.53,-9.53,0,1.13,0.03,-0.03,0,1.04,0.03,-0.03,0,,,,
CoRoT-27 b,Published Confirmed,0,3.57532,0.00006,-0.00006,0,3273.649,257.4423,-263.7989,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,4.2,2.7,-2.7,0
CoRoT-27 b,Published Confirmed,0,3.57532,0.00006,-0.00006,0,3302.11,174.8,-174.8,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,4.21,2.72,-2.72,0
CoRoT-6 b,Published Confirmed,0,8.886593,0.000004,-0.000004,0,940.74,108.06,-108.06,0,1.02,0.03,-0.03,0,1.05,0.05,-0.05,0,,,,
CoRoT-6 b,Published Confirmed,0,8.886593,0.00004,-0.00004,0,937.5985,88.9924,-88.9924,0,1.02,0.03,-0.03,0,1.05,0.05,-0.05,0,2.5,2.1,-1.7,0
CoRoT-6 b,Published Confirmed,0,8.886593,0.000004,-0.000004,0,940.7768,108.0622,-108.0622,0,1.04,0.03,-0.03,0,1.05,0.06,-0.06,0,2.5,2.2,-1.8,0
HAT-P-36 b,Published Confirmed,0,1.3273466,0.00000033,-0.00000033,0,611.82275,27.01555,-25.74423,0,1.11,0.03,-0.02,0,1.05,0.05,-0.05,0,,,,
HAT-P-43 b,Published Confirmed,0,3.332687,0.000015,-0.000015,0,232.0159,101.7056,-44.4962,0,1.1,0.04,-0.02,0,1.05,0.03,-0.04,0,5.7,1.9,-1.1,0
HAT-P-43 b,Published Confirmed,0,3.332687,0.000015,-0.000015,0,210.395,19.069,-19.069,0,1.1,0.04,-0.02,0,1.05,0.03,-0.04,0,5.7,1.9,-1.1,0
Kepler-11 b,Published Confirmed,0,10.30448,0.00002,-0.00002,0,2.18,1.68,-1.01,0,1.13,,,0,1.05,,,0,,,,
Kepler-11 c,Published Confirmed,0,13.02426,0.0006,-0.00064,0,2.09,2.2,-1.55,0,1.13,,,0,1.05,,,0,,,,
Kepler-11 d,Published Confirmed,0,22.6844,0.0011,-0.0011,0,7.24,1.63,-1.63,0,1.13,,,0,1.05,,,0,,,,
Kepler-11 e,Published Confirmed,0,32.00413,0.00212,-0.0024,0,7.37,1.99,-1.95,0,1.13,,,0,1.05,,,0,,,,
Kepler-11 f,Published Confirmed,0,46.68707,0.0041,-0.00593,0,1.98,1.25,-1.1,0,1.13,,,0,1.05,,,0,,,,
Kepler-11 g,Published Confirmed,0,118.3803,0.00438,-0.00396,0,25.13,49.37,-19.61,0,1.13,,,0,1.05,,,0,,,,
Kepler-34 b,Published Confirmed,0,288.822,0.063,-0.081,0,69.92,3.496,-3.178,0,1.16,0,0,0,1.05,0,0,0,,,,
Kepler-47 b,Published Confirmed,0,49.532,0.04,-0.027,0,636,,,1,0.96,0.02,-0.02,0,1.05,0.05,-0.06,0,,,,
Kepler-47 c,Published Confirmed,0,303.137,0.072,-0.02,0,8899,,,1,0.96,0.02,-0.02,0,1.05,0.05,-0.06,0,,,,
Kepler-51 c,Published Confirmed,0,85.313,,,0,9.7,2.6,-2.1,0,0.97,,,0,1.05,,,0,,,,
Kepler-539 b,Published Confirmed,0,125.63243,0.00071,-0.00071,0,308.2951,92.1707,-92.1707,0,0.95,0.02,-0.02,0,1.05,0.04,-0.04,0,,,,
Kepler-539 c,Published Confirmed,0,1000,,,-1,762.792,381.396,-381.396,0,0.95,0.02,-0.02,0,1.05,0.04,-0.04,0,,,,
TrES-2 b,Published Confirmed,0,2.4706101,0.0000018,-0.0000018,0,398.24099,16.84499,-16.84499,0,1,0.03,-0.03,0,1.05,0.06,-0.06,0,2.5,2.9,-2.6,0
TrES-2 b,Published Confirmed,0,2.47061437,0.00000009,-0.00000009,0,398.24099,16.84499,-16.84499,0,1,0.03,-0.03,0,1.05,0.06,-0.06,0,,,,
WASP-173 A b,Published Confirmed,0,1.38665318,0.00000027,-0.00000027,0,1172.7927,57.2094,-57.2094,0,1.11,0.05,-0.05,0,1.05,0.08,-0.08,0,6.78,2.93,-2.93,0
WASP-25 b,Published Confirmed,0,3.7648327,0.0000009,-0.0000009,0,190.06234,13.98452,-13.98452,0,0.92,0.02,-0.02,0,1.05,0.04,-0.04,0,0.1,5.7,-0.1,0
WASP-35 b,Published Confirmed,0,3.16158,0.000002,-0.000002,0,225.6593,31.783,-31.783,0,1.08,0.06,-0.06,0,1.05,0.19,-0.19,0,,,,
HAT-P-3 b,Published Confirmed,0,2.8997,0.000054,-0.000054,0,206.5895,34.9613,-34.9613,0,0.87,0.06,-0.06,0,1.06,0.28,-0.28,0,,,,
HATS-33 b,Published Confirmed,0,2.5495551,0.0000061,-0.0000061,0,378.85336,16.84499,-16.84499,0,1.02,0.05,-0.04,0,1.06,0.03,-0.03,0,3,1.7,-1.7,0
HATS-8 b,Published Confirmed,0,3.583893,0.00001,-0.00001,0,43.86054,6.03877,-6.03877,0,1.09,0.15,-0.06,0,1.06,0.04,-0.04,0,5.1,1.7,-1.7,0
HATS-8 b,Published Confirmed,0,3.583893,0.00001,-0.00001,0,46.08535,8.26358,-8.26358,0,1.09,0.15,-0.06,0,1.06,0.04,-0.04,0,5.1,1.7,-1.7,0
